🇨🇳 低调,#genre#
江苏卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.144:5140					
江苏卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.106:5140					
浙江卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.145:5140					
浙江卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.231:5140					
东方卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.146:5140					
东方卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.125:5140					
湖北卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.147:5140					
湖北卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.114:5140					
广东卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.149:5140					
广东卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.102:5140					
北京卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.179:5140					
北京卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.107:5140					
广东卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.187:5140					
深圳卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.188:5140					
深圳卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.101:5140					
黑龙江卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.189:5140					
黑龙江卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.115:5140					
湖南卫视,http://ycsj.aguihome.com:4022/udp/233.50.200.190:5140					
湖南卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.103:5140					
山东卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.105:5140					
辽宁卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.141:5140					
贵州卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.142:5140					
重庆卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.143:5140					
河南卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.144:5140					
东南卫视,http://ycsj.aguihome.com:4022/udp/233.50.201.146:5140					

东方卫视,http://www.shizhan.love:8848/udp/239.49.0.48:8376
北京卫视,http://www.shizhan.love:8848/udp/239.49.0.49:8384
浙江卫视,http://www.shizhan.love:8848/udp/239.49.0.50:8392
辽宁卫视,http://www.shizhan.love:8848/udp/239.49.0.51:8400
安徽卫视,http://www.shizhan.love:8848/udp/239.49.0.52:8408
山东卫视,http://www.shizhan.love:8848/udp/239.49.0.53:8416
湖南卫视,http://www.shizhan.love:8848/udp/239.49.0.54:8424
广东卫视,http://www.shizhan.love:8848/udp/239.49.0.55:8432
广西卫视,http://www.shizhan.love:8848/udp/239.49.0.56:8440
海南卫视,http://www.shizhan.love:8848/udp/239.49.0.57:8448
重庆卫视,http://www.shizhan.love:8848/udp/239.49.0.58:8456
四川卫视,http://www.shizhan.love:8848/udp/239.49.0.59:8464
河南卫视,http://www.shizhan.love:8848/udp/239.49.0.60:8472
东南卫视,http://www.shizhan.love:8848/udp/239.49.0.61:8480
天津卫视,http://www.shizhan.love:8848/udp/239.49.0.62:8488
江西卫视,http://www.shizhan.love:8848/udp/239.49.0.63:8496
湖北卫视,http://www.shizhan.love:8848/udp/239.49.0.64:8504
吉林卫视,http://www.shizhan.love:8848/udp/239.49.0.65:8512
黑龙江卫视,http://www.shizhan.love:8848/udp/239.49.0.66:8520
山西卫视,http://www.shizhan.love:8848/udp/239.49.0.67:8528
贵州卫视,http://www.shizhan.love:8848/udp/239.49.0.68:8536
青海卫视,http://www.shizhan.love:8848/udp/239.49.0.69:8544
深圳卫视,http://www.shizhan.love:8848/udp/239.49.0.100:8788
云南卫视,http://www.shizhan.love:8848/udp/239.49.0.147:8000
河北卫视,http://www.shizhan.love:8848/udp/239.49.0.170:8000
宁夏卫视,http://www.shizhan.love:8848/udp/239.49.0.171:8000
甘肃卫视,http://www.shizhan.love:8848/udp/239.49.0.172:8000
新疆卫视,http://www.shizhan.love:8848/udp/239.49.0.178:8000
内蒙古卫视,http://www.shizhan.love:8848/udp/239.49.0.180:8000
西藏卫视,http://www.shizhan.love:8848/udp/239.49.0.245:8000
三沙卫视,http://www.shizhan.love:8848/udp/239.49.0.165:8000

北京卫视,http://221.205.180.88:8003/rtp/226.0.2.177:9328
天津卫视,http://221.205.180.88:8003/rtp/226.0.2.148:9096
东方卫视,http://221.205.180.88:8003/rtp/226.0.2.175:9312
重庆卫视,http://221.205.180.88:8003/rtp/226.0.2.174:9304
湖南卫视,http://221.205.180.88:8003/rtp/226.0.2.143:9056
浙江卫视,http://221.205.180.88:8003/rtp/226.0.2.144:9064
江苏卫视,http://221.205.180.88:8003/rtp/226.0.2.176:9320
山东卫视,http://221.205.180.88:8003/rtp/226.0.2.149:9104
广东卫视,http://221.205.180.88:8003/rtp/226.0.2.146:9080
深圳卫视,http://221.205.180.88:8003/rtp/226.0.2.147:9088
安徽卫视,http://221.205.180.88:8003/rtp/226.0.2.145:9072
四川卫视,http://221.205.180.88:8003/rtp/226.0.2.179:9344
陕西卫视,http://221.205.180.88:8003/rtp/226.0.2.53:8336
山西卫视,http://221.205.180.88:8003/rtp/226.0.2.152:9128
湖北卫视,http://221.205.180.88:8003/rtp/226.0.2.150:9112
河北卫视,http://221.205.180.88:8003/rtp/226.0.2.178:9336
福建卫视,http://221.205.180.88:8003/rtp/226.0.2.188:9416
河南卫视,http://221.205.180.88:8003/rtp/226.0.2.52:8328
江西卫视,http://221.205.180.88:8003/rtp/226.0.2.54:8344
广西卫视,http://221.205.180.88:8003/rtp/226.0.2.231:9760
内蒙古卫视,http://221.205.180.88:8003/rtp/226.0.2.63:8416
海南卫视,http://221.205.180.88:8003/rtp/226.0.2.212:9608
云南卫视,http://221.205.180.88:8003/rtp/226.0.2.60:8392
贵州卫视,http://221.205.180.88:8003/rtp/226.0.2.180:9352
青海卫视,http://221.205.180.88:8003/rtp/226.0.2.59:8384
宁夏卫视,http://221.205.180.88:8003/rtp/226.0.2.64:8424
甘肃卫视,http://221.205.180.88:8003/rtp/226.0.2.55:8352
黑龙江卫视,http://221.205.180.88:8003/rtp/226.0.2.151:9120
吉林卫视,http://221.205.180.88:8003/rtp/226.0.2.58:8376
辽宁卫视,http://221.205.180.88:8003/rtp/226.0.2.173:9296
西藏卫视,http://221.205.180.88:8003/rtp/226.0.2.66:8440
新疆卫视,http://221.205.180.88:8003/rtp/226.0.2.67:8448
兵团卫视,http://221.205.180.88:8003/rtp/226.0.2.62:8408

🇨🇳 NEWTV,#genre#
精品综合,http://146.235.213.45:35455/itv/1000000004000019008.m3u8?cdn=ystenlive
精品大剧,http://146.235.213.45:35455/itv/1000000004000013968.m3u8?cdn=ystenlive
精品纪录,http://146.235.213.45:35455/itv/1000000004000013730.m3u8?cdn=ystenlive
精品体育,http://146.235.213.45:35455/itv/1000000004000014634.m3u8?cdn=ystenlive
精品萌宠,http://146.235.213.45:35455/itv/1000000006000032328.m3u8?cdn=ystenlive
爱情喜剧,http://146.235.213.45:35455/itv/2000000003000000010.m3u8?cdn=hnbblive
潮妈辣婆,http://146.235.213.45:35455/itv/2000000003000000018.m3u8?cdn=hnbblive
东北热剧,http://146.235.213.45:35455/itv/1000000005000266013.m3u8?cdn=ystenlive
动作电影,http://146.235.213.45:35455/itv/1000000004000018653.m3u8?cdn=ystenlive
古装剧场,http://146.235.213.45:35455/itv/2000000003000000024.m3u8?cdn=hnbblive
欢乐剧场,http://146.235.213.45:35455/itv/1000000005000266012.m3u8?cdn=ystenlive
家庭剧场,http://146.235.213.45:35455/itv/1000000004000008284.m3u8?cdn=ystenlive
金牌综艺,http://146.235.213.45:35455/itv/1000000004000026167.m3u8?cdn=ystenlive
惊悚悬疑,http://146.235.213.45:35455/itv/1000000004000024282.m3u8?cdn=ystenlive
军旅剧场,http://146.235.213.45:35455/itv/2000000003000000014.m3u8?cdn=hnbblive
军事评论,http://146.235.213.45:35455/itv/2000000003000000022.m3u8?cdn=hnbblive
魅力潇湘,http://146.235.213.45:35455/itv/1000000001000006197.m3u8?cdn=ystenlive
明星大片,http://146.235.213.45:35455/itv/2000000003000000016.m3u8?cdn=hnbblive
农业致富,http://146.235.213.45:35455/itv/2000000003000000003.m3u8?cdn=hnbblive
武博世界,http://146.235.213.45:35455/itv/2000000003000000007.m3u8?cdn=hnbblive
炫舞未来,http://146.235.213.45:35455/itv/1000000001000000515.m3u8?cdn=ystenlive
怡伴健康,http://146.235.213.45:35455/itv/1000000005000266011.m3u8?cdn=ystenlive
中国功夫,http://146.235.213.45:35455/itv/2000000003000000009.m3u8?cdn=hnbblive
黑莓电影,http://146.235.213.45:35455/itv/1000000004000019624.m3u8?cdn=ystenlive
黑莓动画,http://146.235.213.45:35455/itv/1000000004000021734.m3u8?cdn=ystenlive
哒啵电竞,http://146.235.213.45:35455/itv/1000000006000032327.m3u8?cdn=ystenlive
哒啵赛事,http://146.235.213.45:35455/itv/1000000001000003775.m3u8?cdn=ystenlive

🇨🇳 IHOT,#genre#
爱谍战,http://146.235.213.45:35455/itv/6000000006000070630.m3u8?cdn=wasusyt
爱动漫,http://146.235.213.45:35455/itv/6000000006000280630.m3u8?cdn=wasusyt
爱科幻,http://146.235.213.45:35455/itv/6000000006000020630.m3u8?cdn=wasusyt
爱科学,http://146.235.213.45:35455/itv/6000000006000160630.m3u8?cdn=wasusyt
爱浪漫,http://146.235.213.45:35455/itv/6000000006000040630.m3u8?cdn=wasusyt
爱历史,http://146.235.213.45:35455/itv/6000000006000150630.m3u8?cdn=wasusyt
爱旅行,http://146.235.213.45:35455/itv/6000000006000250630.m3u8?cdn=wasusyt
爱奇谈,http://146.235.213.45:35455/itv/6000000006000270630.m3u8?cdn=wasusyt
爱赛车,http://146.235.213.45:35455/itv/6000000006000240630.m3u8?cdn=wasusyt
爱体育,http://146.235.213.45:35455/itv/6000000006000290630.m3u8?cdn=wasusyt
爱玩具,http://146.235.213.45:35455/itv/6000000006000220630.m3u8?cdn=wasusyt
爱喜剧,http://146.235.213.45:35455/itv/6000000006000010630.m3u8?cdn=wasusyt
爱悬疑,http://146.235.213.45:35455/itv/6000000006000050630.m3u8?cdn=wasusyt
爱院线,http://146.235.213.45:35455/itv/6000000006000030630.m3u8?cdn=wasusyt

🇨🇳 咪咕,#genre#
咪咕视频01,http://146.235.213.45:35455/itv/3000000001000005969.m3u8?cdn=FifastbLive
咪咕视频02,http://146.235.213.45:35455/itv/3000000010000000097.m3u8?cdn=FifastbLive
咪咕视频03,http://146.235.213.45:35455/itv/3000000010000002019.m3u8?cdn=FifastbLive
咪咕视频04,http://146.235.213.45:35455/itv/3000000010000002809.m3u8?cdn=FifastbLive
咪咕视频05,http://146.235.213.45:35455/itv/3000000010000003915.m3u8?cdn=FifastbLive
咪咕视频06,http://146.235.213.45:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
咪咕视频07,http://146.235.213.45:35455/itv/3000000010000006077.m3u8?cdn=FifastbLive
咪咕视频08,http://146.235.213.45:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
咪咕视频09,http://146.235.213.45:35455/itv/3000000010000009788.m3u8?cdn=FifastbLive
咪咕视频10,http://146.235.213.45:35455/itv/3000000010000010833.m3u8?cdn=FifastbLive
咪咕视频11,http://146.235.213.45:35455/itv/3000000010000011297.m3u8?cdn=FifastbLive
咪咕视频12,http://146.235.213.45:35455/itv/3000000010000012558.m3u8?cdn=FifastbLive
咪咕视频13,http://146.235.213.45:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
咪咕视频14,http://146.235.213.45:35455/itv/3000000010000015470.m3u8?cdn=FifastbLive
咪咕视频15,http://146.235.213.45:35455/itv/3000000010000015560.m3u8?cdn=FifastbLive
咪咕视频16,http://146.235.213.45:35455/itv/3000000010000017678.m3u8?cdn=FifastbLive
咪咕视频17,http://146.235.213.45:35455/itv/3000000010000019839.m3u8?cdn=FifastbLive
咪咕视频18,http://146.235.213.45:35455/itv/3000000010000021904.m3u8?cdn=FifastbLive
咪咕视频19,http://146.235.213.45:35455/itv/3000000010000023434.m3u8?cdn=FifastbLive
咪咕视频20,http://146.235.213.45:35455/itv/3000000010000025380.m3u8?cdn=FifastbLive
咪咕视频21,http://146.235.213.45:35455/itv/3000000010000027691.m3u8?cdn=FifastbLive
咪咕视频22,http://146.235.213.45:35455/itv/3000000010000031669.m3u8?cdn=FifastbLive
咪咕视频23,http://146.235.213.45:35455/itv/2000000003000000062.m3u8?cdn=hnbblive
咪咕视频24,http://146.235.213.45:35455/itv/2000000003000000064.m3u8?cdn=hnbblive

🇨🇳 Y Y,#genre#
第一滴血,http://data.3g.yy.com/live/hls/1354932355/1354932355
港台电影,http://data.3g.yy.com/live/hls/1382800018/1382800018
高分电影,http://data.3g.yy.com/live/hls/1354936157/1354936157
歐美電影,http://data.3g.yy.com/live/hls/1355480591/1355480591
電影歐美,http://data.3g.yy.com/live/hls/24923327/24923327
Maymay,http://data.3g.yy.com/live/hls/1382749892/1382749892
动作电影,http://data.3g.yy.com/live/hls/1382735573/1382735573
变形金刚,http://data.3g.yy.com/live/hls/1382736803/1382736803
超炫科幻,http://data.3g.yy.com/live/hls/1382736840/1382736840
國外科幻,http://data.3g.yy.com/live/hls/1382735585/1382735585
超英集结,http://data.3g.yy.com/live/hls/1382745091/1382745091
歐美科幻,http://data.3g.yy.com/live/hls/37988782/37988782
歐美動作,http://data.3g.yy.com/live/hls/1382745089/1382745089
電影科幻,http://data.3g.yy.com/live/hls/1354930897/1354930897
電影高分,http://data.3g.yy.com/live/hls/1382749948/1382749948

🇨🇳 剧场,#genre#
超清电影,http://[2409:8087:1:20:20::27]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8?zoneoffset=480&servicetype=1&icpid=88888888&limitflux=-1&limitdur =-1&tenantId=8601&accountinfo=~~V2.0~e2qS8h6u-xp3gd50vNr1sw~Q8NsqL2Ii48SUgC4QMl6h h6MtnXuZ2CwNhT-dTFoMLL2G3Q2BYmATYXRv1nKmDi5C1jJAt50zoNF4cIM-01_7rCa0ZemjVk37nsYr4Z r0bk~ExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240802122114%2C162944%2C119.123.69.186%2C20240802122114%2C10000100000000050000000003887500%2C162944%2C-1%2C0%2C1%2C%2C%2C2% 2C%2C%2C%2C2%2C%2C10000100000000060000000007266388_0%2CEND&GuardEncType=2&RTS=1729247386&from=6&ocs=2_39.135.238.65_80&popid=6&hms_devid=3771&prioritypopid=6&vqe=3
北京淘电影,http://[2409:8087:1:20:20::27]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226552/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EXOsrWMA- UCdUl1hQSR9EKw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND&GuardEncType=2
北京淘剧场,http://[2409:8087:1:20:20::27]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226553/1.m3u8?zoneoffset=480&servicetype=1&icpid=88888888&limitflux=- 1&limitdur=-1&tenantId=8601&accountinfo=~~V2.0~QaJ92NID2SpQlY6_VJVogg~Q8NsqL 2Ii48SUgC4QMl6hh6MtnXuZ2CwNhT-dTFoMLL2G3Q2BYmATYXRv1nKmDi5C1jJAt50zoNF4cIM-01 _7rCa0ZemjVk37nsYr4Zr0bk~ExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240802122114%2C162944%2C119.123.69.186%2C20240802122114%2C10000100000000050000000003887497%2C1 62944%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000007266383_0%2CEND&GuardEncType=2&from=6&popid=6&hms_devid=3729&prioritypopid=6&vqe=3
黑莓电影,http://[2409:8087:1:20:20::27]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226939/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E kBVQL3MtyiM0GGQzuPjqAQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND

CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-12.ctv
CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-24.ctv
CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-17.ctv
CHC影迷电影,https://stream1.freetv.fun/chcying-mi-dian-ying-15.ctv
CHC家庭影院,http://eastscreen.tv/ooooo.php?id=chcjt
CHC动作电影,http://eastscreen.tv/ooooo.php?id=chcdz
CHC影迷电影,http://eastscreen.tv/ooooo.php?id=chchd

湖南经视,http://php.jdshipin.com:8880/iptv.php?id=hnjs
湖南都市,http://php.jdshipin.com:8880/iptv.php?id=hnds
湖南爱晚,http://php.jdshipin.com:8880/iptv.php?id=hngg
湖南电视剧,http://php.jdshipin.com:8880/iptv.php?id=hndsj
湖南电影,http://php.jdshipin.com:8880/iptv.php?id=hndy
湖南娱乐,http://php.jdshipin.com:8880/iptv.php?id=hnyl
湖南教育,http://php.jdshipin.com:8880/iptv.php?id=hnjy
湖南经视,http://php.jdshipin.com:8880/iptv.php?id=hnjs
湖南爱晚,http://php.jdshipin.com:8880/iptv.php?id=hngg
湖南娱乐,http://php.jdshipin.com:8880/iptv.php?id=hnyl
湖南国际,http://php.jdshipin.com:8880/iptv.php?id=hngj
湖南教育,http://php.jdshipin.com:8880/iptv.php?id=hnjy

🇨🇳 体育,#genre#
咪咕视频1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226124/1.m3u8
咪咕视频2,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226147/1.m3u8
咪咕视频3,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226469/1.m3u8
咪咕视频4,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226472/1.m3u8
咪咕视频5,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226124/index.m3u8
咪咕视频6,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226147/index.m3u8
咪咕视频7,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226469/index.m3u8
咪咕视频8,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226472/index.m3u8
咪咕直播-1,http://[2409:8087:1a01:df::404d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕直播-2,http://[2409:8087:1a01:df::403b]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕直播-3,http://[2409:8087:1a01:df::4033]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕直播-4,http://[2409:8087:1a01:df::402a]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
咪咕直播-5,http://[2409:8087:1a01:df::4046]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8

🇨🇳 埋堆,#genre#
埋堆堆03,https://www.goodiptv.club/huya/23740156
埋堆堆04,https://www.goodiptv.club/huya/23728660
埋堆堆05,https://www.goodiptv.club/huya/23865080
埋堆堆06,https://www.goodiptv.club/huya/23863804
埋堆堆07,https://www.goodiptv.club/huya/23864973
埋堆堆08,https://www.goodiptv.club/huya/23734169
埋堆堆09,https://www.goodiptv.club/huya/23865171
埋堆堆10,https://www.goodiptv.club/huya/23903130
埋堆堆11,https://www.goodiptv.club/huya/23860039
埋堆堆12,https://www.goodiptv.club/huya/23865142
埋堆堆13,https://www.goodiptv.club/huya/23903123
埋堆堆14,https://www.goodiptv.club/huya/23734183
埋堆堆15,https://www.goodiptv.club/huya/23734256
埋堆堆16,https://www.goodiptv.club/huya/23903183
埋堆堆17,https://www.goodiptv.club/huya/23903196
埋堆堆18,https://www.goodiptv.club/huya/23829543
埋堆堆19,https://www.goodiptv.club/huya/23728674
埋堆堆20,https://www.goodiptv.club/huya/23865036
埋堆堆21,https://www.goodiptv.club/huya/23749083
埋堆堆22,https://www.goodiptv.club/huya/23865164
埋堆堆23,https://www.goodiptv.club/huya/23863818
埋堆堆24,https://www.goodiptv.club/huya/23865058
埋堆堆25,https://www.goodiptv.club/huya/23860049
