
🇨🇳 央视,#genre#
广西卫视,http://218.204.51.252:9901/tsfile/live/1003_1.m3u8
东方卫视,http://218.204.51.252:9901/tsfile/live/1025_1.m3u8
北京卫视,http://218.204.51.252:9901/tsfile/live/1026_1.m3u8
黑龙江卫视,http://218.204.51.252:9901/tsfile/live/1028_1.m3u8
浙江卫视,http://218.204.51.252:9901/tsfile/live/1027_1.m3u8
辽宁卫视,http://218.204.51.252:9901/tsfile/live/1030_1.m3u8
江苏卫视,http://218.204.51.252:9901/tsfile/live/1029_1.m3u8
安徽卫视,http://218.204.51.252:9901/tsfile/live/1032_1.m3u8
广东卫视,http://218.204.51.252:9901/tsfile/live/1031_1.m3u8
江西卫视,http://218.204.51.252:9901/tsfile/live/1033_1.m3u8
山东卫视,http://218.204.51.252:9901/tsfile/live/1034_1.m3u8
湖南卫视,http://218.204.51.252:9901/tsfile/live/1035_1.m3u8
深圳卫视,http://218.204.51.252:9901/tsfile/live/1037_1.m3u8
湖北卫视,http://218.204.51.252:9901/tsfile/live/1036_1.m3u8
四川卫视,http://218.204.51.252:9901/tsfile/live/1038_1.m3u8
云南卫视,http://218.204.51.252:9901/tsfile/live/1040_1.m3u8
重庆卫视,http://218.204.51.252:9901/tsfile/live/1041_1.m3u8
天津卫视,http://218.204.51.252:9901/tsfile/live/1042_1.m3u8
河南卫视,http://218.204.51.252:9901/tsfile/live/1039_1.m3u8
新疆卫视,http://218.204.51.252:9901/tsfile/live/1044_1.m3u8
西藏卫视,http://218.204.51.252:9901/tsfile/live/1046_1.m3u8
山西卫视,http://218.204.51.252:9901/tsfile/live/1043_1.m3u8
河北卫视,http://218.204.51.252:9901/tsfile/live/1045_1.m3u8
贵州卫视,http://218.204.51.252:9901/tsfile/live/1047_1.m3u8
吉林卫视,http://218.204.51.252:9901/tsfile/live/1048_1.m3u8
青海卫视,http://218.204.51.252:9901/tsfile/live/1050_1.m3u8
宁夏卫视,http://218.204.51.252:9901/tsfile/live/1049_1.m3u8






湖南卫视,http://121.24.98.6:8090/hls/56/index.m3u8
浙江卫视,http://121.24.98.6:8090/hls/79/index.m3u8
江苏卫视,http://121.24.98.6:8090/hls/38/index.m3u8
东方卫视,http://121.24.98.6:8090/hls/77/index.m3u8
山东卫视,http://121.24.98.6:8090/hls/39/index.m3u8
北京卫视,http://121.24.98.6:8090/hls/32/index.m3u8
辽宁卫视,http://121.24.98.6:8090/hls/59/index.m3u8
黑龙江卫视,http://121.24.98.6:8090/hls/42/index.m3u8
广东卫视,http://121.24.98.6:8090/hls/82/index.m3u8
安徽卫视,http://121.24.98.6:8090/hls/81/index.m3u8
深圳卫视,http://121.24.98.6:8090/hls/84/index.m3u8
天津卫视,http://121.24.98.6:8090/hls/33/index.m3u8
重庆卫视,http://121.24.98.6:8090/hls/78/index.m3u8
东南卫视,http://121.24.98.6:8090/hls/36/index.m3u8
江西卫视,http://121.24.98.6:8090/hls/55/index.m3u8
湖北卫视,http://121.24.98.6:8090/hls/57/index.m3u8
四川卫视,http://121.24.98.6:8090/hls/58/index.m3u8
贵州卫视,http://121.24.98.6:8090/hls/40/index.m3u8
吉林卫视,http://121.24.98.6:8090/hls/37/index.m3u8
河南卫视,http://121.24.98.6:8090/hls/34/index.m3u8
陕西卫视,http://121.24.98.6:8090/hls/86/index.m3u8


广西卫视,http://121.24.98.6:8090/hls/85/index.m3u8
山西卫视,http://121.24.98.6:8090/hls/35/index.m3u8
云南卫视,http://121.24.98.6:8090/hls/41/index.m3u8
宁夏卫视,http://121.24.98.6:8090/hls/49/index.m3u8
内蒙古卫视,http://121.24.98.6:8090/hls/43/index.m3u8
新疆卫视,http://121.24.98.6:8090/hls/61/index.m3u8



优漫卡通,http://121.24.98.6:8090/hls/54/index.m3u8
嘉佳卡通,http://121.24.98.6:8090/hls/52/index.m3u8
卡酷少儿,http://121.24.98.6:8090/hls/51/index.m3u8
卡酷少儿,http://121.24.98.6:8090/hls/83/index.m3u8
金鹰卡通,http://121.24.98.6:8090/hls/72/index.m3u88

金鹰纪实,http://121.24.98.6:8090/hls/101/index.m3u8
上海纪实,http://121.24.98.6:8090/hls/108/index.m3u8
陶瓷,http://121.24.98.6:8090/hls/68/index.m3u8
晴彩河北,http://121.24.98.6:8090/hls/67/index.m3u8

河北收视指南,http://121.24.98.6:8090/hls/44/index.m3u8
河北杂技,http://121.24.98.6:8090/hls/60/index.m3u8
三佳购物,http://121.24.98.6:8090/hls/69/index.m3u8
财富天下,http://121.24.98.6:8090/hls/73/index.m3u8

梨园频道,http://121.24.98.6:8090/hls/45/index.m3u8
兵器科技,http://121.24.98.6:8090/hls/66/index.m3u8
世界地理,http://106.115.27.26:9901/tsfile/live/1024_1.m3u8
世界地理,http://121.24.98.6:8090/hls/107/index.m3u8
风云剧场,http://121.24.98.6:8090/hls/106/index.m3u8
武术世界,http://121.24.98.6:8090/hls/102/index.m3u8
第一剧场,http://121.24.98.6:8090/hls/104/index.m3u8
风云音乐,http://121.24.98.6:8090/hls/112/index.m3u8
怀旧剧场,http://121.24.98.6:8090/hls/105/index.m3u8
电视指南,http://121.24.98.6:8090/hls/103/index.m3u8
老故事,http://121.24.98.6:8090/hls/111/index.m3u8
